genome_id	genome_name	taxonomy
1198449.6	Aeropyrum camini SY1 = JCM 12091	Aeropyrum, Desulfurococcaceae, Desulfurococcales, Thermoprotei, Crenarchaeota, TACK group, Archaea, cellular organisms
1200346.3	Alicyclobacillus hesperidum URH17-3-68	Alicyclobacillus, Alicyclobacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1201288.3	Bacteriovorax sp. Seq25_V	Bacteriovorax, Bacteriovoracaceae, Bacteriovoracales, Oligoflexia, Proteobacteria, Bacteria, cellular organisms
1201293.3	Moritella dasanensis ArB 0140	Moritella, Moritellaceae, Alteromonadales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1203568.3	Dermabacter sp. HFH0086	Dermabacter, Dermabacteraceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1203578.3	Pseudomonas sp. HPB0071	Pseudomonas, Pseudomonadaceae, Pseudomonadales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1203605.3	Propionibacterium sp. oral taxon 192 str. F0372	Propionibacterium, Propionibacteriaceae, Propionibacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1203606.4	Butyricicoccus pullicaecorum 1.2	Butyricicoccus, Clostridiaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1204719.3	Phocaeicola abscessus CCUG 55929	Phocaeicola, Bacteroidaceae, Bacteroidales, Bacteroidia, Bacteroidetes, Bacteroidetes/Chlorobi group, FCB group, Bacteria, cellular organisms
1205680.3	Reyranella massiliensis 521	Reyranella, Reyranellaceae, Hyphomicrobiales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1206085.4	Jatrophihabitans endophyticus strain DSM 45627	Jatrophihabitans, Jatrophihabitantaceae, Jatrophihabitantales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1206109.5	Candidatus Portiera aleyrodidarum BT-B-HRs	Candidatus Portiera, Zymobacter group, Halomonadaceae, Oceanospirillales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1208314.3	Gordonia namibiensis NBRC 108229	Gordonia, Gordoniaceae, Corynebacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1208321.3	Marinomonas sp. D104	Marinomonas, Oceanospirillaceae, Oceanospirillales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1208918.3	Candidatus Kinetoplastibacterium crithidii TCC036E	Candidatus Kinetoplastibacterium, Betaproteobacteria incertae sedis, Betaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1208919.3	Candidatus Kinetoplastibacterium desouzaii TCC079E	Candidatus Kinetoplastibacterium, Betaproteobacteria incertae sedis, Betaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1208921.3	Candidatus Kinetoplastibacterium galatii TCC219	Candidatus Kinetoplastibacterium, Betaproteobacteria incertae sedis, Betaproteobacteria, Proteobacteria, Bacteria, cellular organisms
120956.4	Facklamia miroungae strain CCUG 42728	Facklamia, Aerococcaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1209778.3	Salinisphaera japonica YTM-1	Salinisphaera, Salinisphaeraceae, Salinisphaerales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1211843.4	Candidatus Soleaferrea massiliensis AP7	Candidatus Soleaferrea, Eubacteriales incertae sedis, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1214225.3	Acidocella sp. MX-AZ02	Acidocella, Acetobacteraceae, Rhodospirillales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1214604.4	Tumebacillus algifaecis strain THMBR28	Tumebacillus, Alicyclobacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1214914.3	Sulfobacillus thermosulfidooxidans str. Cutipay	Sulfobacillus, Clostridiales Family XVII. Incertae Sedis, Eubacteriales incertae sedis, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1215343.11	Liberibacter crescens BT-1	Liberibacter, Rhizobiaceae, Hyphomicrobiales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1216932.3	Clostridium sp. M2/40	Clostridium, Clostridiaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1217720.3	Roseomonas sp. B5	Roseomonas, Acetobacteraceae, Rhodospirillales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1218492.5	Lactobacillus mellifer strain Bin4	Bombilactobacillus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1218508.4	Lactobacillus mellis strain Hon2	Bombilactobacillus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1219585.3	Arcanobacterium sp. S3PF19	Arcanobacterium, Actinomycetaceae, Actinomycetales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1220580.4	Granulicoccus phenolivorans NBRC 107789	Granulicoccus, Propionibacteriaceae, Propionibacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1221537.3	Lactobacillus florum 2F	Fructilactobacillus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1221996.3	Bacillus thermotolerans SGZ-8	Quasibacillus, Bacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1224164.3	Corynebacterium vitaeruminis DSM 20294	Corynebacterium, Corynebacteriaceae, Corynebacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1227481.4	Halorubrum hochstenium ATCC 700873	Halorubrum, Halorubraceae, Haloferacales, Halobacteria, Stenosarchaea group, Euryarchaeota, Archaea, cellular organisms
1227490.4	Halovivax asiaticus JCM 14624	Halovivax, Natrialbaceae, Natrialbales, Halobacteria, Stenosarchaea group, Euryarchaeota, Archaea, cellular organisms
1227546.3	Membranicola marinus strain DP5N28-2	Membranicola, Saprospiraceae, Saprospirales, Saprospiria, Bacteroidetes, Bacteroidetes/Chlorobi group, FCB group, Bacteria, cellular organisms
1228987.3	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko ETSB Lake Yunoko	Cyanobacteria, Cyanobacteria/Melainabacteria group, Terrabacteria group, Bacteria, cellular organisms
1229152.3	Oceanobacillus chungangensis strain CAU 1051	Oceanobacillus, Bacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1229203.3	actinobacterium LLX17	Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1229520.3	Alkalibacterium sp. AK22	Alkalibacterium, Carnobacteriaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1229780.4	Candidatus Microthrix parvicella RN1	Candidatus Microthrix, Microthrixaceae, Acidimicrobiales, Acidimicrobiia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1230341.3	Salimicrobium sp. MJ3	Salimicrobium, Bacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1230734.3	Clostridiales bacterium S5-A14a	Eubacteriales Family XIII. Incertae Sedis, Eubacteriales incertae sedis, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1231.11	Nitrosospira multiformis strain Nsp16	Nitrosospira, Nitrosomonadaceae, Nitrosomonadales, Betaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1231063.3	Microbacterium sp. G3	Microbacterium, Microbacteriaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1231336.3	Lactobacillus shenzhenensis LY-73	Schleiferilactobacillus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
123214.3	Persephonella marina EX-H1	Persephonella, Hydrogenothermaceae, Aquificales, Aquificae, Aquificae, Bacteria, cellular organisms
1233.3	Nitrosovibrio tenuis strain Nv1	Nitrosovibrio, Nitrosomonadaceae, Nitrosomonadales, Betaproteobacteria, Proteobacteria, Bacteria, cellular organisms
123320.3	Okibacterium fritillariae strain VKM Ac-2059	Okibacterium, Microbacteriaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1234409.3	Catellicoccus marimammalium M35/04/3	Catellicoccus, Enterococcaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1234595.3	alpha proteobacterium JLT2015	Pacificimonas, Sphingosinicellaceae, Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1235755.3	Salinicoccus carnicancri Crm	Salinicoccus, Staphylococcaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1235795.3	Paenibacillus barengoltzii G22	Paenibacillus, Paenibacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1235796.3	Firmicutes bacterium M10-2	Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1235797.3	Oscillibacter sp. 1-3	Oscillibacter, Oscillospiraceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1235990.3	Halyomorpha halys symbiont	Pantoea, Erwiniaceae, Enterobacterales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1236046.7	Mesotoga infera strain MESINF1	Mesotoga, Kosmotogaceae, Kosmotogales, Thermotogae, Thermotogae, Bacteria, cellular organisms
1236179.3	Janthinobacterium sp. B9-8	Janthinobacterium, Oxalobacteraceae, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1237500.3	Nocardiopsis ganjiahuensis DSM 45031	Nocardiopsis, Nocardiopsaceae, Streptosporangiales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1238.86	Piscirickettsia salmonis A1-15972	Piscirickettsia, Piscirickettsiaceae, Thiotrichales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1238182.3	Caenispirillum salinarum AK4	Caenispirillum, Rhodospirillaceae, Rhodospirillales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1238186.3	Leucobacter salsicius M1-8	Leucobacter, Microbacteriaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1238674.3	Weissella ceti NC36	Weissella, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1241832.3	Buchnera aphidicola (Acyrthosiphon lactucae) strain Ala	Buchnera, Erwiniaceae, Enterobacterales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1241859.3	Buchnera aphidicola (Hyadaphis tataricae) strain Hta	Buchnera, Erwiniaceae, Enterobacterales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1241869.3	Buchnera aphidicola (Muscaphis stroyani) strain Mst	Buchnera, Erwiniaceae, Enterobacterales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1244528.3	Campylobacter sp. 03-427	Campylobacter, Campylobacteraceae, Campylobacterales, Epsilonproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1245525.3	Compostibacillus humi strain CGMCC 1.12360	Compostibacillus, Bacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1246530.3	Calderihabitans maritimus strain KKC1	Calderihabitans, Moorella group, Thermoanaerobacteraceae, Thermoanaerobacterales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1246955.3	Mycoplasma cynos C142	Mycoplasmopsis, Mycoplasmataceae, Mycoplasmatales, Mollicutes, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1247024.12	Arsenophonus endosymbiont clonal population	Arsenophonus, Morganellaceae, Enterobacterales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1247963.7	Parvularcula oceani strain JLT2013	Parvularcula, Parvularculaceae, Parvularculales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1248727.3	endosymbiont of unidentified scaly snail isolate Monju	Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1255043.3	Thioalkalivibrio nitratireducens DSM 14787	Thioalkalivibrio, Ectothiorhodospiraceae, Chromatiales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1255619.3	Vagococcus fluvialis bH819 strain bH819	Vagococcus, Enterococcaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1255656.3	Agrococcus casei LMG 22410 strain LMG 22410	Agrococcus, Microbacteriaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1255658.4	Luteococcus japonicus LSP_Lj1 strain LSP_Lj1	Luteococcus, Propionibacteriaceae, Propionibacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1256050.3	uncultured Porticoccus sp. strain FRAM18_bin294	Porticoccus, Porticoccaceae, Cellvibrionales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1256050.5	uncultured Porticoccus sp. strain 0.2_20180412_Bin_139_sub_1	Porticoccus, Porticoccaceae, Cellvibrionales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1258543.3	Buchnera aphidicola (Lipaphis pseudobrassicae) strain Lps	Buchnera, Erwiniaceae, Enterobacterales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1260251.3	Spiribacter salinus M19-40	Spiribacter, Ectothiorhodospiraceae, Chromatiales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1261130.3	Wohlfahrtiimonas chitiniclastica SH04	Wohlfahrtiimonas, Gammaproteobacteria incertae sedis, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1261131.3	Candidatus Liberibacter americanus str. Sao Paulo	Liberibacter, Rhizobiaceae, Hyphomicrobiales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1261545.10	Halarchaeum acidiphilum MH1-52-1	Halarchaeum, Halobacteriaceae, Halobacteriales, Halobacteria, Stenosarchaea group, Euryarchaeota, Archaea, cellular organisms
1262133.3	candidate division OP9 bacterium OP9-cSCG	Candidatus Caldatribacterium, Atribacterota incertae sedis, Atribacterota, Bacteria, cellular organisms
1262554.3	Garicola koreensis strain DSM 28238	Garicola, Micrococcaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1262583.3	Tamaricihabitans halophyticus strain DSM 45765	Tamaricihabitans, Pseudonocardiaceae, Pseudonocardiales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1262791.3	Clostridium sp. CAG:288	Clostridium, Clostridiaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1262794.3	Clostridium sp. CAG:306	Clostridium, Clostridiaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1262799.3	Clostridium sp. CAG:354	Clostridium, Clostridiaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1262829.3	Clostridium sp. CAG:628	Clostridium, Clostridiaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1264899.3	Zavarzinia compransoris strain DSM 1231	Zavarzinia, Zavarziniaceae, Rhodospirillales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1265313.9	Pseudohaliea rubra DSM 19751	Pseudohaliea, Halieaceae, Cellvibrionales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1265350.3	Buchnera aphidicola (Aphis glycines) strain BAg	Buchnera, Erwiniaceae, Enterobacterales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1265507.3	Succinimonas amylolytica DSM 2873	Succinimonas, Succinivibrionaceae, Aeromonadales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1265846.4	Listeria rocourtiae FSL F6-920	Listeria, Listeriaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1266370.3	Nitrospina gracilis 3/211	Nitrospina, Nitrospinaceae, Nitrospinales, Nitrospinia, Nitrospinae, Nitrospinae/Tectomicrobia group, Bacteria, cellular organisms
1266765.3	Geobacter sp. OR-1	Geobacter, Geobacteraceae, Desulfuromonadales, Deltaproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1266996.3	Mycoplasma orale ATCC 23714	Metamycoplasma, Metamycoplasmataceae, Mycoplasmoidales, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1267021.3	Frischella perrara PEB0191	Frischella, Orbaceae, Orbales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1270.256	Micrococcus luteus strain MT1691313	Micrococcus, Micrococcaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1274.3	Dermacoccus nishinomiyaensis strain M25	Dermacoccus, Dermacoccaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1274402.6	Candidatus Hepatobacter penaei strain NHPB	Candidatus Hepatobacter, Rickettsiales genera incertae sedis, Rickettsiales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1276221.3	Spiroplasma diminutum CUAS-1	Spiroplasma, Spiroplasmataceae, Entomoplasmatales, Mollicutes, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1276227.3	Spiroplasma chrysopicola DF-1	Spiroplasma, Spiroplasmataceae, Entomoplasmatales, Mollicutes, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1276246.3	Spiroplasma culicicola AES-1	Spiroplasma, Spiroplasmataceae, Entomoplasmatales, Mollicutes, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1276257.3	Spiroplasma sabaudiense Ar-1343	Spiroplasma, Spiroplasmataceae, Entomoplasmatales, Mollicutes, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1276258.3	Spiroplasma apis B31	Spiroplasma, Spiroplasmataceae, Entomoplasmatales, Mollicutes, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1277257.4	Candidatus Liberibacter africanus PTSAPSY	Liberibacter, Rhizobiaceae, Hyphomicrobiales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1278306.3	Fusobacterium russii ATCC 25533	Fusobacterium, Fusobacteriaceae, Fusobacteriales, Fusobacteriia, Fusobacteria, Bacteria, cellular organisms
1278308.3	Zimmermannella faecalis ATCC 13722	Gulosibacter, Microbacteriaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1278311.3	Acholeplasma axanthum ATCC 25176	Haploplasma, Acholeplasmataceae, Acholeplasmatales, Mollicutes, Tenericutes, Terrabacteria group, Bacteria, cellular organisms
1279009.4	Cesiribacter andamanensis AMV16	Cesiribacter, Cesiribacteraceae, Cytophagales, Cytophagia, Bacteroidetes, Bacteroidetes/Chlorobi group, FCB group, Bacteria, cellular organisms
1280376.3	Spelaeicoccus albus strain DSM 26341	Spelaeicoccus, Brevibacteriaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1280390.5	Gorillibacterium massiliense strain G5	Gorillibacterium, Paenibacillaceae, Bacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1282737.3	Flaviflexus salsibiostraticola strain KCTC 33148	Flaviflexus, Actinomycetaceae, Actinomycetales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1282876.3	alpha proteobacterium Mf 1.05b.01	Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1282883.4	Micromonospora polyrhachis strain DSM 45886	Micromonospora, Micromonosporaceae, Micromonosporales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1283283.4	Frankia sp. Iso899	Frankia, Frankiaceae, Frankiales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1283300.3	Methylohalobius crimeensis 10Ki	Methylohalobius, Methylothermaceae, Methylococcales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1284708.3	Clostridiales bacterium S7-1-4	Tissierellia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1285192.3	Janibacter cremeus strain DSM 26154	Janibacter, Intrasporangiaceae, Micrococcales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1285583.3	Corynebacterium casei LMG S-19264	Corynebacterium, Corynebacteriaceae, Corynebacteriales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1286171.3	Eubacterium acidaminophilum DSM 3953	Peptoclostridium, Peptostreptococcaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1286528.3	Neorickettsia helminthoeca str. Oregon	Neorickettsia, Anaplasmataceae, Rickettsiales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
128944.3	Aerococcus urinaehominis strain CCUG42038B	Aerococcus, Aerococcaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1291052.5	Lactobacillus sharpeae JCM 1186 = DSM 20505	Lacticaseibacillus, Lactobacillaceae, Lactobacillales, Bacilli, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1293041.6	Methanogenium cariaci JCM 10550	Methanogenium, Methanomicrobiaceae, Methanomicrobiales, Methanomicrobia, Stenosarchaea group, Euryarchaeota, Archaea, cellular organisms
1293586.5	Vulcanisaeta souniana JCM 11219	Vulcanisaeta, Thermoproteaceae, Thermoproteales, Thermoprotei, Crenarchaeota, TACK group, Archaea, cellular organisms
1293911.3	Bartonella bacilliformis Ver097	Bartonella, Bartonellaceae, Hyphomicrobiales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1294262.3	Sulfolobus sp. JCM 16833	Sulfuracidifex, Sulfolobaceae, Sulfolobales, Thermoprotei, Crenarchaeota, TACK group, Archaea, cellular organisms
1294296.4	Luteibaculum oceani strain JCM 18817	Luteibaculum, Luteibaculaceae, Flavobacteriales, Flavobacteriia, Bacteroidetes, Bacteroidetes/Chlorobi group, FCB group, Bacteria, cellular organisms
1295009.4	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	Methanomassiliicoccus, Methanomassiliicoccaceae, Methanomassiliicoccales, Thermoplasmata, Candidatus Thermoplasmatota, Archaea, cellular organisms
1295382.3	Methylogaea oryzae strain E10	Methylogaea, Methylococcaceae, Methylococcales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1297582.10	Candidatus Portiera aleyrodidarum TV	Candidatus Portiera, Zymobacter group, Halomonadaceae, Oceanospirillales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1298593.3	Thalassolituus oleivorans MIL-1	Thalassolituus, Oceanospirillaceae, Oceanospirillales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1298851.4	Thermosulfidibacter takaii ABI70S6	Thermosulfidibacter, Aquificales genera incertae sedis, Aquificales, Aquificae, Aquificae, Bacteria, cellular organisms
129961.4	Spirulina major PCC 6313	Spirulina, Spirulinaceae, Spirulinales, Cyanobacteria, Cyanobacteria/Melainabacteria group, Terrabacteria group, Bacteria, cellular organisms
1301915.4	Methanocaldococcus sp. JH146	Methanocaldococcus, Methanocaldococcaceae, Methanococcales, Methanococci, Methanomada group, Euryarchaeota, Archaea, cellular organisms
1302151.4	Caloranaerobacter sp. TR13	Caloranaerobacter, Thermohalobacteraceae, Tissierellales, Tissierellia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1302411.3	Candidatus Annandia adelgestsuga strain ENA	Candidatus Annandia, ant, tsetse, mealybug, aphid, etc. endosymbionts, Enterobacteriaceae incertae sedis, Enterobacteriaceae, Enterobacterales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1303518.3	Chthonomonas calidirosea T49	Chthonomonas, Chthonomonadaceae, Chthonomonadales, Chthonomonadetes, Armatimonadetes, Terrabacteria group, Bacteria, cellular organisms
1303579.3	Acidocella aromatica strain DSM 27026	Acidocella, Acetobacteraceae, Rhodospirillales, Alphaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1304158.3	Salinisphaera halophila strain KSM-18	Salinisphaera, Salinisphaeraceae, Salinisphaerales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1304284.3	Clostridiaceae bacterium L21-TH-D2	Caldisalinibacter, Thermohalobacteraceae, Tissierellales, Tissierellia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1304880.3	Caldicoprobacter oshimai DSM 21659	Caldicoprobacter, Caldicoprobacteraceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1304884.3	Desulfitibacter alkalitolerans DSM 16504	Desulfitibacter, Peptococcaceae, Eubacteriales, Clostridia, Firmicutes, Terrabacteria group, Bacteria, cellular organisms
1304885.3	Desulforegula conservatrix Mb1Pa	Desulforegula, Desulfobacteraceae, Desulfobacterales, Deltaproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1304888.3	Geovibrio thiophilus L21-Ace-BES	Limisalsivibrio, Geovibrionaceae, Deferribacterales, Deferribacteres, Deferribacteres, Bacteria, cellular organisms
1306174.4	Kineosporia aurantiaca JCM 3230	Kineosporia, Kineosporiaceae, Kineosporiales, Actinomycetia, Actinobacteria, Terrabacteria group, Bacteria, cellular organisms
1306947.3	candidate division TM6 bacterium JCVI TM6SC1	Vermiphilus, Candidatus Dependentiae, Bacteria candidate phyla, Bacteria incertae sedis, Bacteria, cellular organisms
1307759.4	Desulfovibrio sp. L21-Syr-AB	Desulfohalovibrio, Desulfovibrionaceae, Desulfovibrionales, Deltaproteobacteria, delta/epsilon subdivisions, Proteobacteria, Bacteria, cellular organisms
1307761.3	Spirochaeta sp. L21-RPul-D2	Salinispira, Spirochaetaceae, Spirochaetales, Spirochaetia, Spirochaetes, Bacteria, cellular organisms
1307763.7	Kiritimatiella glycovorans strain L21-Fru-AB	Kiritimatiella, Kiritimatiellaceae, Kiritimatiellales, Kiritimatiellae, Kiritimatiellaeota, PVC group, Bacteria, cellular organisms
1307839.5	Salinivirga cyanobacteriivorans strain L21-Spi-D4	Salinivirga, Salinivirgaceae, Bacteroidales, Bacteroidia, Bacteroidetes, Bacteroidetes/Chlorobi group, FCB group, Bacteria, cellular organisms
1309793.3	Buchnera aphidicola (Pentalonia nigronervosa) strain Ba4	Buchnera, Erwiniaceae, Enterobacterales, Gammaproteobacteria, Proteobacteria, Bacteria, cellular organisms
1312852.3	Thermoanaerobaculum aquaticum strain MP-01	Thermoanaerobaculum, Thermoanaerobaculaceae, Thermoanaerobaculales, Thermoanaerobaculia, Acidobacteria, Bacteria, cellular organisms
1313265.4	Thermocrinis sp. GBS	Thermocrinis, Aquificaceae, Aquificales, Aquificae, Aquificae, Bacteria, cellular organisms
1313304.3	candidate division TG3 bacterium ACht1	Chitinivibrio, Chitinivibrionaceae, Chitinivibrionales, Chitinivibrionia, Fibrobacteres, FCB group, Bacteria, cellular organisms
1313421.4	Aureispira sp. CCB-QB1	Aureispira, Saprospiraceae, Saprospirales, Saprospiria, Bacteroidetes, Bacteroidetes/Chlorobi group, FCB group, Bacteria, cellular organisms
1314958.3	Parachlamydiaceae bacterium HS-T3	Parachlamydiaceae, Parachlamydiales, Chlamydiia, Chlamydiae, PVC group, Bacteria, cellular organisms
